ad,marka,fiyat,indirimli_fiyat,indirim_orani,site,url,kategori,zaman
COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker,Nike,3499.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101792825,Erkek Spor Ayakkabı,2026-06-18T22:25:48
REVOLUTION 8 Mavi Erkek Koşu Ayakkabısı,Nike,3599.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-revolution-8-mavi-erkek-kosu-ayakkabisi-102688450,Erkek Spor Ayakkabı,2026-06-18T22:25:48
AIR MONARCH IV Beyaz Erkek Sneaker,Nike,4099.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-air-monarch-iv-beyaz-erkek-sneaker-100320223,Erkek Spor Ayakkabı,2026-06-18T22:25:48
ECLYPTIX 2000 Beyaz Erkek Sneaker,adidas,3999.0,,0.0,FLO,https://www.flo.com.tr/urun/adidas-eclyptix-2000-beyaz-erkek-sneaker-102232430,Erkek Spor Ayakkabı,2026-06-18T22:25:48
ENKANTO Siyah Erkek Koşu Ayakkabısı,Lumberjack,1999.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-enkanto-siyah-erkek-kosu-ayakkabisi-102157131,Erkek Spor Ayakkabı,2026-06-18T22:25:48
Cosmic Runner Siyah Unisex Koşu Ayakkabısı,Nike,2799.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-cosmic-runner-siyah-unisex-kosu-ayakkabisi-102090821,Erkek Spor Ayakkabı,2026-06-18T22:25:48
BOBS MODA FLEX Siyah Erkek Comfort Ayakkabı,Skechers,3999.0,,0.0,FLO,https://www.flo.com.tr/urun/skechers-bobs-moda-flex-siyah-erkek-comfort-ayakkabi-102684958,Erkek Spor Ayakkabı,2026-06-18T22:25:48
GRAND COURT BASE 2.0 Beyaz Erkek Sneaker,adidas,35001000.0,3899.0,100.0,FLO,https://www.flo.com.tr/urun/adidas-grand-court-base-20-beyaz-erkek-sneaker-101344588,Erkek Spor Ayakkabı,2026-06-18T22:25:48
LIPONIS 6FX Siyah Erkek Comfort Ayakkabı,Lumberjack,1999.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-liponis-6fx-siyah-erkek-comfort-ayakkabi-102065668,Erkek Spor Ayakkabı,2026-06-18T22:25:48
INITIATOR Beyaz Erkek Sneaker,Nike,4399.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-initiator-beyaz-erkek-sneaker-102237051,Erkek Spor Ayakkabı,2026-06-18T22:25:48
REVOLUTION 8 Haki Erkek Koşu Ayakkabısı,Nike,35001000.0,3599.0,100.0,FLO,https://www.flo.com.tr/urun/nike-nike-revolution-8-haki-erkek-kosu-ayakkabisi-102688449,Erkek Spor Ayakkabı,2026-06-18T22:25:48
RUN DEFY Beyaz Erkek Koşu Ayakkabısı,Nike,35001000.0,3299.0,100.0,FLO,https://www.flo.com.tr/urun/nike-run-defy-beyaz-erkek-kosu-ayakkabisi-102256628,Erkek Spor Ayakkabı,2026-06-18T22:25:48
OLWEN TX 6FX Siyah Erkek Koşu Ayakkabısı,Kinetix,1499.99,,0.0,FLO,https://www.flo.com.tr/urun/kinetix-olwen-tx-6fx-siyah-erkek-kosu-ayakkabisi-102125014,Erkek Spor Ayakkabı,2026-06-18T22:25:48
REVOLUTION 8 Siyah Erkek Koşu Ayakkabısı,Nike,3599.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-revolution-8-siyah-erkek-kosu-ayakkabisi-102265613,Erkek Spor Ayakkabı,2026-06-18T22:25:48
RUN DEFY GRI Erkek Koşu Ayakkabısı,Nike,3299.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-run-defy-gri-erkek-kosu-ayakkabisi-102237301,Erkek Spor Ayakkabı,2026-06-18T22:25:48
KALEN TX 6FX Siyah Erkek Koşu Ayakkabısı,Kinetix,1599.99,,0.0,FLO,https://www.flo.com.tr/urun/kinetix-kalen-tx-6fx-siyah-erkek-kosu-ayakkabisi-102065386,Erkek Spor Ayakkabı,2026-06-18T22:25:48
AGATHA 2.0 5FX Siyah Erkek Comfort Ayakkabı,Lumberjack,35001000.0,2299.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-agatha-20-5fx-siyah-erkek-comfort-ayakkabi-101948817,Erkek Spor Ayakkabı,2026-06-18T22:25:48
RUN DEFY Siyah Erkek Koşu Ayakkabısı,Nike,3299.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-run-defy-siyah-erkek-kosu-ayakkabisi-102237305,Erkek Spor Ayakkabı,2026-06-18T22:25:48
ARDEN 6FX Beyaz Erkek Koşu Ayakkabısı,U.S. Polo Assn.,2799.99,,0.0,FLO,https://www.flo.com.tr/urun/us-polo-assn-arden-6fx-beyaz-erkek-kosu-ayakkabisi-102156911,Erkek Spor Ayakkabı,2026-06-18T22:25:48
COURT VISION LO NN Beyaz Erkek Sneaker,Nike,4399.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-court-vision-lo-nn-beyaz-erkek-sneaker-101118394,Erkek Spor Ayakkabı,2026-06-18T22:25:48
VAPOR 16 CLUB TF Mavi Erkek Halı Saha Ayakkabısı,Nike,35001000.0,3599.0,100.0,FLO,https://www.flo.com.tr/urun/nike-vapor-16-club-tf-mavi-erkek-hali-saha-ayakkabisi-102688390,Erkek Spor Ayakkabı,2026-06-18T22:25:48
V5 RNR (GS) Beyaz Unisex Sneaker,Nike,4699.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-v5-rnr-gs-beyaz-unisex-sneaker-102275483,Erkek Spor Ayakkabı,2026-06-18T22:25:48
FERON TX 6FX Siyah Erkek Koşu Ayakkabısı,Kinetix,35001000.0,1599.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-feron-tx-6fx-siyah-erkek-kosu-ayakkabisi-102200271,Erkek Spor Ayakkabı,2026-06-18T22:25:48
LEE 6FX Beyaz Erkek Sneaker,U.S. Polo Assn.,2399.99,,0.0,FLO,https://www.flo.com.tr/urun/us-polo-assn-lee-6fx-beyaz-erkek-sneaker-102156974,Erkek Spor Ayakkabı,2026-06-18T22:25:48
ERIVO TX 6FX Siyah Erkek Comfort Ayakkabı,Kinetix,1499.99,,0.0,FLO,https://www.flo.com.tr/urun/kinetix-erivo-tx-6fx-siyah-erkek-comfort-ayakkabi-102200281,Erkek Spor Ayakkabı,2026-06-18T22:25:48
Clean Lift 1.2 Beyaz Erkek Sneaker,Reebok,2699.99,,0.0,FLO,https://www.flo.com.tr/urun/reebok-clean-lift-12-beyaz-erkek-sneaker-102156092,Erkek Spor Ayakkabı,2026-06-18T22:25:48
MONTOYA PU 5PR Siyah Erkek Koşu Ayakkabısı,Kinetix,35001000.0,1799.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-montoya-pu-5pr-siyah-erkek-kosu-ayakkabisi-102020198,Erkek Spor Ayakkabı,2026-06-18T22:25:48
WELLS 6FX Siyah Erkek Comfort Ayakkabı,PROSHOT,999.99,,0.0,FLO,https://www.flo.com.tr/urun/proshot-wells-6fx-siyah-erkek-comfort-ayakkabi-102201988,Erkek Spor Ayakkabı,2026-06-18T22:25:48
COBALECO 6FX Siyah Erkek Koşu Ayakkabısı,Lumberjack,2399.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-cobaleco-6fx-siyah-erkek-kosu-ayakkabisi-102065666,Erkek Spor Ayakkabı,2026-06-18T22:25:48
GALAXY RUN Siyah Erkek Koşu Ayakkabısı,adidas,35001000.0,3299.0,100.0,FLO,https://www.flo.com.tr/urun/adidas-galaxy-run-siyah-erkek-kosu-ayakkabisi-102688305,Erkek Spor Ayakkabı,2026-06-18T22:25:48
COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker,Nike,3499.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101792764,Erkek Spor Ayakkabı,2026-06-18T22:25:48
RUN DEFY Siyah Erkek Koşu Ayakkabısı,Nike,3299.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-run-defy-siyah-erkek-kosu-ayakkabisi-102237298,Erkek Spor Ayakkabı,2026-06-18T22:25:48
RUN DEFY Mavi Erkek Koşu Ayakkabısı,Nike,35001000.0,3299.0,100.0,FLO,https://www.flo.com.tr/urun/nike-nike-run-defy-mavi-erkek-kosu-ayakkabisi-102688491,Erkek Spor Ayakkabı,2026-06-18T22:25:48
GO WALK FLEX Siyah Erkek Comfort Ayakkabı,Skechers,5199.0,,0.0,FLO,https://www.flo.com.tr/urun/skechers-go-walk-flex-siyah-erkek-comfort-ayakkabi-102688278,Erkek Spor Ayakkabı,2026-06-18T22:25:48
REVOLUTION 8 Beyaz Erkek Koşu Ayakkabısı,Nike,3599.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-revolution-8-beyaz-erkek-kosu-ayakkabisi-102265615,Erkek Spor Ayakkabı,2026-06-18T22:25:48
COBALECO 6FX GRI Erkek Koşu Ayakkabısı,Lumberjack,2399.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-cobaleco-6fx-gri-erkek-kosu-ayakkabisi-102065667,Erkek Spor Ayakkabı,2026-06-18T22:25:48
FROSTY PU 6FX Beyaz Erkek Sneaker,Lumberjack,2399.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-frosty-pu-6fx-beyaz-erkek-sneaker-102157059,Erkek Spor Ayakkabı,2026-06-18T22:25:48
BIG  LOW Siyah Erkek Sneaker,Nike,4799.0,3999.0,16.7,FLO,https://www.flo.com.tr/urun/nike-big-nike-low-siyah-erkek-sneaker-100287642,Erkek Spor Ayakkabı,2026-06-18T22:25:48
Runblaze M Siyah Erkek Koşu Ayakkabısı,adidas,3299.0,,0.0,FLO,https://www.flo.com.tr/urun/adidas-runblaze-m-siyah-erkek-kosu-ayakkabisi-102688164,Erkek Spor Ayakkabı,2026-06-18T22:25:48
KORT PU HI 5FX Beyaz Erkek High Sneaker,Kinetix,35001000.0,1599.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-kort-pu-hi-5fx-beyaz-erkek-high-sneaker-101934181,Erkek Spor Ayakkabı,2026-06-18T22:25:48
SERGI TF Kırmızı Erkek Halı Saha Ayakkabısı,Kinetix,1299.99,,0.0,FLO,https://www.flo.com.tr/urun/kinetix-sergi-tf-kirmizi-erkek-hali-saha-ayakkabisi-102726294,Erkek Spor Ayakkabı,2026-06-18T22:25:48
REVOLUTION 8 Gri Erkek Koşu Ayakkabısı,Nike,3599.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-revolution-8-gri-erkek-kosu-ayakkabisi-102265614,Erkek Spor Ayakkabı,2026-06-18T22:25:48
ENKANTO Açık Gri Erkek Koşu Ayakkabısı,Lumberjack,1999.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-enkanto-acik-gri-erkek-kosu-ayakkabisi-102157130,Erkek Spor Ayakkabı,2026-06-18T22:25:48
MARLON 6FX Beyaz Erkek Sneaker,U.S. Polo Assn.,35001000.0,2399.99,100.0,FLO,https://www.flo.com.tr/urun/us-polo-assn-marlon-6fx-beyaz-erkek-sneaker-102156657,Erkek Spor Ayakkabı,2026-06-18T22:25:48
TERREX TRACEFINDER 2 Yeşil Erkek Koşu Ayakkabısı,adidas,4199.0,,0.0,FLO,https://www.flo.com.tr/urun/adidas-terrex-tracefinder-2-yesil-erkek-kosu-ayakkabisi-102237106,Erkek Spor Ayakkabı,2026-06-18T22:25:48
S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı,Nike,2999.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691552,Erkek Spor Ayakkabı,2026-06-18T22:25:48
SWORD 6FX Siyah Erkek Koşu Ayakkabısı,Lumberjack,2399.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-sword-6fx-siyah-erkek-kosu-ayakkabisi-102065434,Erkek Spor Ayakkabı,2026-06-18T22:25:48
F50 CLUB TF Sarı Erkek Halı Saha Ayakkabısı,adidas,35001000.0,3599.0,100.0,FLO,https://www.flo.com.tr/urun/adidas-f50-club-tf-sari-erkek-hali-saha-ayakkabisi-102688242,Erkek Spor Ayakkabı,2026-06-18T22:25:48
S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı,Nike,2999.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691551,Erkek Spor Ayakkabı,2026-06-18T22:25:48
